ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2017-03-10 13:40:05 400m





Relative time;HS4D-5(24422).Ch4;HS4D-5(24422).Ch3;HS4D-5(24422).Ch1;HS4D-5(24422).Ch2
s;V;V;V;V
2.6718;0.15541922;0.70684372;76.591479;75.449102
2.67185;0.2208589;0.75587334;77.393484;75.848303
2.6719;0.12678937;0.68641471;77.393484;75.848303
2.67195;0.049079755;0.63738509;77.794486;76.646707
2.672;0.21267894;0.75178754;78.195489;77.045908
2.67205;0.13496933;0.69050051;78.997494;77.44511
2.6721;0.18813906;0.73544433;78.997494;77.44511
2.67215;0.15541922;0.69867211;79.799499;78.642715
2.6722;-0.012269939;0.58835546;79.398496;78.243513
2.67225;0.19631902;0.73135853;79.398496;79.041916
2.6723;0.14723926;0.70684372;80.200501;79.441118
2.67235;0.20449898;0.74361593;81.002506;79.840319
2.6724;0.15132924;0.70275792;81.403509;79.441118
2.67245;-0.028629857;0.56384065;81.403509;80.239521
2.6725;0.16768916;0.70684372;81.804511;80.638723
2.67255;0.11042945;0.6618999;81.804511;81.037924
2.6726;0.21676892;0.73953013;83.007519;81.437126
2.67265;0.13496933;0.68232891;82.606516;80.638723
2.6727;0.0081799591;0.58835546;82.606516;81.037924
2.67275;0.1595092;0.70275792;83.007519;81.836327
2.6728;0.11860941;0.6741573;83.408521;81.437126
2.67285;0.15132924;0.69458631;82.606516;81.836327
2.6729;0.10224949;0.64964249;83.007519;81.836327
2.67295;-0.049079755;0.54341164;82.606516;81.437126
2.673;0.13496933;0.6700715;79.799499;78.243513
2.67305;0.17177914;0.71092952;83.408521;81.437126
2.6731;0.085889571;0.64555669;81.804511;80.638723
2.67315;0.057259714;0.62104188;82.205514;81.037924
2.6732;-0.10224949;0.50663943;82.205514;80.239521
2.67325;0.024539877;0.59244127;81.804511;80.239521
2.6733;-0.036809816;0.54749745;81.002506;80.239521
2.67335;0.061349693;0.61287028;81.403509;79.441118
2.6734;0.024539877;0.59652707;80.601504;79.041916
2.67345;-0.077709611;0.52298264;80.601504;78.642715
2.6735;0.049079755;0.61695608;79.799499;78.243513
2.67355;0.028629857;0.60061287;79.398496;77.44511
2.6736;0.11451943;0.6659857;78.997494;77.045908
2.67365;0.053169734;0.62104188;78.195489;77.045908
2.6737;-0.053169734;0.55566905;78.195489;77.045908
2.67375;0.053169734;0.61287028;77.794486;76.247505
2.6738;-0.073619632;0.53524004;76.992481;75.848303
2.67385;0.044989775;0.60878447;77.393484;75.0499
2.6739;0.032719836;0.60469867;76.190476;74.650699
2.67395;-0.081799591;0.51481103;75.388471;74.251497
2.674;0.036809816;0.60878447;74.586466;74.251497
2.67405;-0.053169734;0.54749745;74.987469;73.453094
2.6741;0.077709611;0.63738509;74.185464;73.053892
2.67415;-0.020449898;0.57201226;73.383459;71.457086
2.6742;-0.077709611;0.53115424;72.581454;70.658683
2.67425;0.040899796;0.61695608;73.784461;71.856287
2.6743;0.020449898;0.60469867;72.982456;71.457086
2.67435;0.061349693;0.63738509;72.581454;71.457086
2.6744;0.020449898;0.60878447;72.581454;71.057884
2.67445;-0.049079755;0.55975485;72.180451;70.658683
2.6745;0.049079755;0.62512768;72.581454;70.658683
2.67455;0.016359918;0.60878447;72.180451;70.658683
2.6746;0.073619632;0.64555669;72.180451;70.259481
2.67465;0.085889571;0.6578141;71.779449;70.259481
2.6747;-0.069529652;0.54749745;71.779449;70.658683
2.67475;0.020449898;0.61695608;71.378446;70.259481
2.6748;0.020449898;0.60878447;71.378446;69.860279
2.67485;0.11451943;0.68641471;71.378446;69.860279
2.6749;0.11860941;0.69050051;70.977444;69.860279
2.67495;-0.073619632;0.56384065;70.977444;69.860279
2.675;0.085889571;0.6659857;71.779449;69.860279
2.67505;0.057259714;0.65372829;71.378446;70.259481
2.6751;0.11860941;0.69867211;72.180451;71.057884
2.67515;0.069529652;0.6618999;72.180451;70.259481
2.6752;-0.049079755;0.58426966;71.779449;70.658683
2.67525;0.11451943;0.69458631;71.779449;70.259481
2.6753;0.036809816;0.63738509;72.581454;70.658683
2.67535;0.11042945;0.69458631;71.779449;71.057884
2.6754;0.061349693;0.65372829;72.180451;70.658683
2.67545;-0.057259714;0.57609806;72.581454;70.259481
2.6755;0.11042945;0.70275792;72.180451;71.057884
2.67555;0.040899796;0.64147089;72.581454;71.057884
2.6756;0.18813906;0.75178754;72.180451;71.057884
2.67565;0.13496933;0.72318693;72.581454;70.658683
2.6757;0.061349693;0.6741573;72.581454;70.658683
2.67575;0.19631902;0.77630235;73.383459;71.057884
2.6758;-0.10633947;0.54341164;72.581454;71.057884
2.67585;-0.48261759;0.2124617;72.180451;70.658683
2.6759;-0.67075665;0.020429009;72.180451;69.860279
2.67595;-0.51533742;0.15117467;72.982456;71.856287
2.676;0.028629857;0.59244127;71.378446;70.259481
2.67605;0.14314928;0.71910112;72.180451;71.057884
2.6761;0.14723926;0.73544433;72.982456;70.658683
2.67615;-0.028629857;0.58835546;72.581454;70.259481
2.6762;-0.26175869;0.41675179;72.581454;70.658683
2.67625;-0.0040899796;0.58835546;72.180451;71.057884
2.6763;-0.09406953;0.53115424;72.180451;71.457086
2.67635;-0.020449898;0.58835546;72.180451;70.658683
2.6764;-0.020449898;0.58835546;72.581454;71.057884
2.67645;-0.1595092;0.50663943;72.581454;71.457086
2.6765;0.057259714;0.6578141;72.982456;71.457086
2.67655;-0.061349693;0.56792646;72.581454;71.057884
2.6766;-0.11860941;0.53115424;72.982456;71.457086
2.67665;-0.09406953;0.53932584;72.581454;71.457086
2.6767;-0.1799591;0.48621042;72.581454;71.057884
2.67675;-0.036809816;0.59244127;72.982456;71.057884
2.6768;-0.053169734;0.58426966;72.982456;71.457086
2.67685;-0.081799591;0.55975485;72.982456;71.457086
2.6769;-0.11860941;0.53115424;72.982456;71.856287
2.67695;-0.21267894;0.46578141;72.982456;71.457086
2.677;-0.073619632;0.56384065;72.581454;71.457086
2.67705;-0.049079755;0.58835546;73.383459;71.856287
2.6771;-0.032719836;0.59652707;72.982456;71.457086
2.67715;-0.09406953;0.55566905;73.383459;71.856287
2.6772;-0.22494888;0.45760981;73.383459;71.856287
2.67725;-0.065439673;0.57609806;73.383459;72.255489
2.6773;-0.11042945;0.54341164;73.383459;72.255489
2.67735;-0.049079755;0.58835546;73.383459;72.255489
2.6774;-0.10633947;0.54749745;73.784461;72.255489
2.67745;-0.19631902;0.49029622;73.784461;72.255489
2.6775;-0.053169734;0.58835546;74.185464;72.255489
2.67755;-0.12678937;0.54341164;74.185464;71.856287
2.6776;-0.061349693;0.58835546;73.784461;73.053892
2.67765;-0.13496933;0.53932584;74.586466;73.053892
2.6777;-0.22903885;0.46986721;74.987469;73.453094
2.67775;-0.11042945;0.54749745;75.388471;73.852295
2.6778;-0.12678937;0.54749745;76.190476;74.251497
2.67785;-0.073619632;0.58835546;76.591479;74.650699
2.6779;-0.11451943;0.55566905;76.591479;75.449102
2.67795;-0.23312883;0.46986721;76.591479;75.449102
2.678;-0.1390593;0.53115424;77.794486;75.848303
2.67805;-0.14723926;0.53932584;78.195489;76.247505
2.6781;-0.10224949;0.57201226;78.195489;76.646707
2.67815;-0.10224949;0.56792646;78.195489;76.646707
2.6782;-0.26175869;0.45760981;78.596491;77.44511
2.67825;-0.11451943;0.55566905;78.997494;77.844311
2.6783;-0.18813906;0.51072523;79.799499;78.642715
2.67835;-0.1390593;0.53932584;80.601504;78.243513
2.6784;-0.10224949;0.57609806;80.601504;78.642715
2.67845;-0.25357873;0.46986721;80.601504;79.041916
2.6785;-0.08997955;0.58426966;81.002506;79.840319
2.67855;-0.16768916;0.52706844;81.002506;79.840319
2.6786;-0.17177914;0.52706844;81.403509;79.840319
2.67865;-0.13496933;0.54749745;81.403509;80.239521
2.6787;-0.30265849;0.4412666;81.002506;80.239521
2.67875;-0.11860941;0.57201226;81.804511;79.441118
2.6788;-0.13087935;0.55158325;81.403509;79.840319
2.67885;-0.13496933;0.55566905;81.804511;80.239521
2.6789;-0.11860941;0.56384065;81.002506;79.840319
2.67895;-0.31492843;0.4412666;79.799499;79.041916
2.679;-0.11860941;0.57201226;80.601504;79.840319
2.67905;-0.16768916;0.53524004;80.601504;78.642715
2.6791;-0.12269939;0.57201226;80.200501;79.041916
2.67915;-0.20449898;0.51072523;79.799499;78.642715
2.6792;-0.27811861;0.45760981;79.398496;78.243513
2.67925;-0.09406953;0.59244127;78.997494;77.844311
2.6793;-0.14314928;0.56384065;79.398496;77.844311
2.67935;-0.077709611;0.61287028;79.398496;77.844311
2.6794;-0.20858896;0.50663943;78.997494;77.44511
2.67945;-0.31492843;0.4371808;78.195489;76.646707
2.6795;-0.10224949;0.58835546;77.794486;76.646707
2.67955;-0.16768916;0.55158325;77.393484;76.247505
2.6796;-0.077709611;0.60878447;76.992481;75.449102
2.67965;-0.1390593;0.56792646;76.591479;75.449102
2.6797;-0.24130879;0.49846782;75.789474;75.0499
2.67975;-0.040899796;0.64555669;75.388471;74.251497
2.6798;-0.2208589;0.51481103;75.789474;73.453094
2.67985;-0.17177914;0.55158325;74.586466;73.053892
2.6799;-0.1595092;0.54749745;73.784461;72.654691
2.67995;-0.24948875;0.49846782;74.185464;72.654691
2.68;0;0.67824311;73.383459;71.856287
2.68005;-0.17177914;0.56384065;72.581454;71.856287
2.6801;-0.16359918;0.55975485;72.581454;71.057884
2.68015;-0.14314928;0.57201226;72.180451;70.658683
2.6802;-0.26993865;0.47395301;72.180451;70.658683
2.68025;-0.077709611;0.60878447;72.180451;69.860279
2.6803;-0.10633947;0.60469867;71.378446;69.461078
2.68035;-0.053169734;0.64147089;69.774436;68.263473
2.6804;-0.12269939;0.59652707;71.378446;69.860279
2.68045;-0.29038855;0.47395301;70.576441;69.461078
2.6805;-0.15132924;0.56384065;70.576441;69.461078
2.68055;-0.19222904;0.53524004;70.576441;69.461078
2.6806;-0.10224949;0.60061287;70.977444;69.461078
2.68065;-0.1390593;0.58426966;70.977444;69.461078
2.6807;-0.25766871;0.49846782;70.977444;69.061876
2.68075;-0.11860941;0.59244127;70.576441;69.061876
2.6808;-0.069529652;0.62512768;70.576441;68.662675
2.68085;-0.11860941;0.59244127;70.576441;69.061876
2.6809;-0.14723926;0.56792646;70.576441;68.662675
2.68095;-0.21267894;0.53115424;70.175439;69.461078
2.681;-0.12269939;0.58835546;70.175439;68.662675
2.68105;-0.057259714;0.63738509;71.378446;69.461078
2.6811;-0.13087935;0.58835546;71.378446;69.461078
2.68115;-0.1390593;0.58018386;70.977444;69.461078
2.6812;-0.25357873;0.49438202;70.576441;69.461078
2.68125;-0.12269939;0.59244127;71.378446;69.461078
2.6813;-0.18813906;0.53932584;70.977444;69.461078
2.68135;-0.11451943;0.60061287;71.378446;69.860279
2.6814;-0.14314928;0.57609806;70.977444;69.461078
2.68145;-0.29447853;0.46578141;71.378446;69.061876
2.6815;-0.13496933;0.58018386;70.977444;69.461078
2.68155;-0.20449898;0.52706844;70.977444;69.461078
2.6816;-0.17177914;0.55158325;71.378446;69.860279
2.68165;-0.25766871;0.49846782;71.378446;70.259481
2.6817;-0.30265849;0.46986721;71.378446;69.461078
2.68175;-0.10224949;0.61695608;71.378446;69.860279
2.6818;-0.1595092;0.57201226;71.378446;69.860279
2.68185;-0.13496933;0.58835546;71.779449;70.259481
2.6819;-0.23721881;0.50663943;71.378446;70.259481
2.68195;-0.34355828;0.4412666;72.581454;70.658683
2.682;-0.11451943;0.59652707;70.977444;69.461078
2.68205;-0.16768916;0.57201226;71.378446;69.860279
2.6821;-0.10633947;0.62104188;71.779449;70.259481
2.68215;-0.14723926;0.58018386;72.180451;69.860279
2.6822;-0.32719836;0.45760981;71.378446;70.259481
2.68225;-0.11860941;0.60061287;71.779449;69.461078
2.6823;-0.17177914;0.56384065;71.779449;69.860279
2.68235;-0.12678937;0.60061287;72.180451;70.259481
2.6824;-0.13087935;0.60061287;71.779449;70.259481
2.68245;-0.30265849;0.48212462;71.779449;70.259481
2.6825;-0.077709611;0.63738509;72.180451;70.658683
2.68255;-0.10633947;0.61287028;71.779449;70.658683
2.6826;-0.061349693;0.64964249;72.180451;70.259481
2.68265;-0.11860941;0.60469867;71.779449;70.658683
2.6827;-0.22903885;0.53115424;71.779449;70.259481
2.68275;0.032719836;0.71092952;71.779449;70.259481
2.6828;-0.11860941;0.61287028;71.779449;70.658683
2.68285;-0.049079755;0.6659857;71.779449;70.658683
2.6829;-0.11042945;0.61695608;72.180451;70.259481
2.68295;-0.21676892;0.53932584;71.779449;70.259481
2.683;0.028629857;0.71092952;72.180451;71.057884
2.68305;-0.061349693;0.65372829;72.180451;70.658683
2.6831;-0.020449898;0.68641471;71.378446;70.259481
2.68315;-0.065439673;0.65372829;71.779449;70.259481
2.6832;-0.200409;0.55975485;71.779449;70.658683
2.68325;-0.057259714;0.6578141;72.180451;70.658683
2.6833;-0.024539877;0.68232891;72.581454;71.057884
2.68335;0.044989775;0.73544433;72.180451;70.658683
2.6834;0.012269939;0.72318693;72.180451;71.057884
2.68345;-0.1595092;0.59244127;72.180451;71.057884
2.6835;-0.057259714;0.64964249;72.180451;71.057884
2.68355;-0.073619632;0.64555669;73.383459;72.255489
2.6836;-0.044989775;0.6578141;73.784461;71.457086
2.68365;-0.040899796;0.6659857;73.784461;72.255489
2.6837;-0.19222904;0.57201226;73.383459;72.255489
2.68375;0.020449898;0.71501532;74.185464;73.053892
2.6838;0.0081799591;0.70684372;74.586466;73.453094
2.68385;-0.012269939;0.68641471;75.388471;73.053892
2.6839;0;0.69050051;75.789474;73.852295
2.68395;-0.1390593;0.60061287;76.190476;74.650699
2.684;-0.024539877;0.67824311;75.789474;75.0499
2.68405;0.0081799591;0.70275792;76.591479;75.0499
2.6841;0.049079755;0.73953013;76.992481;75.848303
2.68415;0.024539877;0.71092952;77.393484;75.449102
2.6842;-0.11451943;0.61695608;77.794486;75.449102
2.68425;-0.020449898;0.67824311;78.195489;76.247505
2.6843;-0.016359918;0.67824311;78.596491;77.045908
2.68435;0.0040899796;0.69458631;78.997494;77.045908
2.6844;-0.012269939;0.68641471;78.997494;77.44511
2.68445;-0.10224949;0.61287028;79.398496;77.44511
2.6845;-0.036809816;0.6618999;78.997494;77.844311
2.68455;-0.032719836;0.6578141;80.200501;77.844311
2.6846;-0.024539877;0.6659857;80.200501;79.041916
2.68465;0.032719836;0.71092952;79.799499;77.844311
2.6847;-0.11042945;0.61287028;79.398496;78.642715
2.68475;0.020449898;0.69050051;79.799499;78.642715
2.6848;-0.065439673;0.62921348;81.002506;78.642715
2.68485;-0.065439673;0.62104188;80.200501;78.642715
2.6849;0;0.67824311;79.799499;78.243513
2.68495;-0.15132924;0.57201226;79.799499;79.041916
2.685;-0.020449898;0.65372829;78.997494;77.44511
2.68505;-0.069529652;0.62104188;78.997494;77.44511
2.6851;-0.061349693;0.62921348;78.997494;77.045908
2.68515;-0.077709611;0.60469867;78.596491;77.44511
2.6852;-0.2208589;0.51889683;78.997494;77.44511
2.68525;-0.040899796;0.63738509;78.195489;76.646707
2.6853;-0.028629857;0.64147089;77.794486;76.646707
2.68535;-0.0040899796;0.6659857;77.794486;75.848303
2.6854;-0.032719836;0.63329928;76.591479;75.848303
2.68545;-0.22903885;0.49846782;76.992481;75.449102
2.6855;-0.028629857;0.63738509;76.190476;75.0499
2.68555;-0.065439673;0.61287028;76.591479;74.251497
2.6856;-0.053169734;0.61695608;74.987469;73.852295
2.68565;-0.15541922;0.55158325;74.586466;73.453094
2.6857;-0.29447853;0.4371808;74.586466;72.654691
2.68575;-0.10633947;0.57201226;74.185464;72.255489
2.6858;0.14723926;0.78447395;73.784461;72.654691
2.68585;0.61758691;1.1848825;74.185464;72.654691
2.6859;0.59304703;1.1930541;73.383459;72.654691
2.68595;0.10633947;0.81307457;72.982456;71.856287
2.686;-0.057259714;0.63738509;72.180451;70.658683
2.68605;-0.15132924;0.54749745;71.779449;70.259481
2.6861;0.040899796;0.68641471;71.779449;69.860279
2.68615;0.09406953;0.73953013;71.779449;69.860279
2.6862;-0.049079755;0.64147089;70.977444;69.061876
2.68625;0.11042945;0.74361593;70.977444;69.461078
2.6863;0.065439673;0.71910112;70.576441;68.263473
2.68635;0.10224949;0.74770174;69.774436;69.061876
2.6864;0.073619632;0.71910112;70.175439;68.263473
2.68645;-0.10224949;0.58835546;69.373434;68.263473
2.6865;0.08997955;0.72727273;69.373434;67.864271
2.68655;0.032719836;0.68232891;68.972431;67.46507
2.6866;0.085889571;0.73135853;69.774436;68.263473
2.68665;0.08997955;0.71910112;68.972431;67.864271
2.6867;-0.065439673;0.61287028;69.373434;68.662675
2.68675;0.098159509;0.72318693;69.774436;67.864271
2.6868;0.081799591;0.71910112;68.972431;68.263473
2.68685;0.12678937;0.75587334;68.972431;67.864271
2.6869;0.12269939;0.75178754;69.373434;68.263473
2.68695;-0.065439673;0.62104188;69.373434;67.864271
2.687;0.085889571;0.70684372;69.373434;67.864271
2.68705;0.073619632;0.70275792;70.175439;67.864271
2.6871;0.13496933;0.74361593;69.774436;68.263473
2.68715;0.1595092;0.76813075;70.175439;68.263473
2.6872;0.028629857;0.67824311;70.175439;68.662675
2.68725;0.1390593;0.75587334;69.774436;68.662675
2.6873;0.17586912;0.77221655;70.175439;68.662675
2.68735;0.11042945;0.73544433;69.774436;68.263473
2.6874;0.11860941;0.73544433;70.175439;68.662675
2.68745;0.016359918;0.6578141;70.576441;68.662675
2.6875;0.14314928;0.74770174;70.576441;69.061876
2.68755;0.18813906;0.78038815;70.977444;68.662675
2.6876;0.16359918;0.76404494;70.576441;69.461078
2.68765;0.1390593;0.74770174;69.774436;69.061876
2.6877;0.020449898;0.6618999;70.175439;69.061876
2.68775;0.14723926;0.75178754;70.576441;69.061876
2.6878;0.073619632;0.69867211;70.576441;68.662675
2.68785;0.14314928;0.74361593;70.576441;68.662675
2.6879;0.13496933;0.74361593;69.373434;68.662675
2.68795;0.020449898;0.6578141;69.774436;68.662675
2.688;0.17586912;0.77630235;70.175439;68.662675
2.68805;0.085889571;0.69867211;70.175439;68.662675
2.6881;0.12678937;0.73544433;70.576441;68.662675
2.68815;0.08997955;0.70684372;70.576441;68.662675
2.6882;-0.016359918;0.62512768;70.576441;69.061876
2.68825;0.200409;0.78038815;70.576441;69.461078
2.6883;0.17177914;0.76404494;70.175439;69.061876
2.68835;0.14723926;0.73544433;70.576441;69.061876
2.6884;0.069529652;0.68232891;70.576441;69.461078
2.68845;-0.036809816;0.60469867;70.175439;69.061876
2.6885;0.18404908;0.76404494;70.576441;69.461078
2.68855;0.19631902;0.78038815;71.779449;69.461078
2.6886;0.19631902;0.77221655;70.977444;69.860279
2.68865;0.19631902;0.77221655;71.378446;69.061876
2.6887;-0.032719836;0.61287028;70.576441;69.061876
2.68875;0.1799591;0.75587334;70.576441;69.461078
2.6888;0.17177914;0.75178754;70.576441;69.061876
2.68885;0.19631902;0.76813075;70.977444;69.461078
2.6889;0.21267894;0.78855975;71.378446;69.061876
2.68895;0;0.62921348;70.977444;69.860279
2.689;0.1799591;0.75995914;70.576441;69.461078
2.68905;0.19222904;0.75587334;70.977444;69.860279
2.6891;0.200409;0.77221655;71.378446;69.461078
2.68915;0.19222904;0.75995914;70.977444;69.461078
2.6892;0.053169734;0.6618999;71.378446;69.860279
2.68925;0.23312883;0.78447395;71.378446;69.061876
2.6893;0.17177914;0.73544433;71.378446;69.860279
2.68935;0.21267894;0.76813075;71.378446;69.860279
2.6894;0.16768916;0.73544433;71.779449;69.860279
2.68945;0.057259714;0.6578141;71.378446;70.259481
2.6895;0.21676892;0.77221655;71.779449;70.259481
2.68955;0.13087935;0.71092952;71.779449;69.860279
2.6896;0.17586912;0.73953013;72.180451;70.658683
2.68965;0.1390593;0.71092952;72.982456;70.658683
2.6897;0.028629857;0.63329928;72.982456;71.057884
2.68975;0.081799591;0.6659857;73.383459;71.057884
2.6898;0.11860941;0.69867211;73.383459;71.856287
2.68985;0.25766871;0.80081716;73.383459;72.255489
2.6899;0.18404908;0.75178754;73.784461;71.856287
2.68995;0;0.61695608;74.185464;73.053892
2.69;0.053169734;0.64555669;74.185464;73.053892
2.69005;0.081799591;0.64964249;75.789474;73.852295
2.6901;0.21267894;0.74770174;75.388471;73.453094
2.69015;0.20449898;0.75587334;75.789474;74.650699
2.6902;0.073619632;0.6578141;76.591479;74.650699
2.69025;0.14314928;0.71910112;76.190476;74.251497
2.6903;0.073619632;0.65372829;76.591479;75.449102
2.69035;0.17177914;0.72318693;77.393484;75.449102
2.6904;0.17177914;0.71910112;77.794486;75.449102
2.69045;0.040899796;0.64555669;77.393484;76.646707
2.6905;0.16768916;0.73135853;78.195489;76.646707
2.69055;0.17586912;0.73544433;78.195489;77.045908
2.6906;0.1799591;0.73544433;78.596491;77.045908
2.69065;0.1595092;0.71910112;78.997494;77.045908
2.6907;0.044989775;0.63329928;78.596491;77.44511
2.69075;0.15541922;0.70684372;78.596491;77.844311
2.6908;0.15132924;0.71092952;79.398496;76.646707
2.69085;0.18404908;0.73544433;78.596491;77.44511
2.6909;0.18404908;0.73953013;79.398496;77.045908
2.69095;0.077709611;0.6578141;78.596491;77.44511
2.691;0.17177914;0.72318693;78.596491;77.045908
2.69105;0.1595092;0.71501532;76.190476;73.852295
2.6911;0.18404908;0.73953013;79.398496;77.44511
2.69115;0.23721881;0.77630235;77.794486;76.247505
2.6912;0.049079755;0.64147089;77.794486;75.848303
2.69125;0.19631902;0.73953013;77.393484;75.449102
2.6913;0.17586912;0.72318693;76.992481;75.449102
2.69135;0.16768916;0.71910112;77.393484;75.449102
2.6914;0.2208589;0.75178754;76.591479;74.650699
2.69145;0.049079755;0.63738509;76.190476;74.650699
2.6915;0.200409;0.73953013;76.190476;74.650699
2.69155;0.17586912;0.71910112;74.586466;73.053892
2.6916;0.17177914;0.72727273;74.987469;73.453094
2.69165;0.12269939;0.68232891;74.586466;72.654691
2.6917;-0.0040899796;0.59652707;73.784461;72.654691
2.69175;0.15541922;0.70684372;73.383459;71.856287
2.6918;0.20449898;0.74361593;73.383459;71.856287
2.69185;0.20858896;0.74361593;73.383459;71.457086
2.6919;0.15541922;0.71092952;72.180451;70.658683
2.69195;0.053169734;0.62921348;71.378446;70.658683
2.692;0.21676892;0.75178754;71.378446;70.259481
2.69205;0.21267894;0.74770174;70.977444;69.461078
2.6921;0.18404908;0.71910112;69.774436;68.662675
2.69215;0.15132924;0.69867211;70.175439;67.864271
2.6922;0.024539877;0.60878447;68.170426;66.666667
2.69225;0.20449898;0.74361593;70.576441;69.061876
2.6923;0.14314928;0.69050051;69.373434;67.864271
2.69235;0.16768916;0.71501532;68.972431;67.864271
2.6924;0.12678937;0.67824311;68.972431;67.46507
2.69245;-0.020449898;0.56792646;68.571429;67.065868
2.6925;0.13496933;0.6700715;68.170426;67.46507
2.69255;0.10224949;0.65372829;68.170426;66.666667
2.6926;0.1799591;0.71092952;68.170426;67.065868
2.69265;0.17586912;0.71092952;68.170426;66.267465
2.6927;0.020449898;0.60878447;67.769424;66.666667
2.69275;0.16359918;0.70275792;68.170426;66.267465
2.6928;0.1595092;0.69458631;67.769424;66.666667
2.69285;0.1390593;0.67824311;67.769424;66.666667
2.6929;0.08997955;0.63329928;68.170426;66.267465
2.69295;-0.020449898;0.56384065;68.571429;66.666667
2.693;0.11451943;0.6741573;68.170426;66.666667
2.69305;0.15132924;0.68641471;68.170426;66.267465
2.6931;0.081799591;0.62921348;68.170426;66.666667
2.69315;0.073619632;0.62512768;68.571429;66.666667
2.6932;-0.08997955;0.51072523;68.170426;67.065868
2.69325;0.0081799591;0.57201226;68.571429;67.065868
2.6933;0.012269939;0.57609806;68.170426;66.267465
2.69335;0.020449898;0.58018386;68.170426;66.666667
2.6934;0.036809816;0.60878447;68.571429;67.065868
2.69345;-0.053169734;0.54341164;68.972431;67.065868
2.6935;0.057259714;0.61287028;68.571429;67.065868
2.69355;0.081799591;0.64147089;68.170426;67.46507
2.6936;0.12269939;0.6700715;68.972431;67.864271
2.69365;0.077709611;0.63738509;68.972431;67.864271
2.6937;-0.065439673;0.54341164;68.571429;67.065868
2.69375;0.049079755;0.61287028;68.972431;67.864271
2.6938;0.024539877;0.59652707;68.972431;67.065868
2.69385;0.032719836;0.60061287;68.571429;67.864271
2.6939;0.081799591;0.62921348;68.972431;67.864271
2.69395;-0.069529652;0.53932584;68.571429;67.46507
2.694;0.0081799591;0.58835546;68.972431;67.864271
2.69405;0.057259714;0.62921348;69.373434;67.46507
2.6941;0.065439673;0.63738509;69.774436;67.864271
2.69415;-0.0081799591;0.58426966;69.373434;67.46507
2.6942;-0.10224949;0.51072523;68.571429;67.065868
2.69425;0.065439673;0.63738509;68.972431;67.864271
2.6943;0.016359918;0.60061287;68.972431;68.263473
2.69435;0.044989775;0.62921348;69.373434;67.46507
2.6944;0.053169734;0.63738509;68.571429;67.065868
2.69445;-0.028629857;0.58018386;68.571429;67.864271
2.6945;0.040899796;0.62512768;69.373434;67.46507
2.69455;-0.0081799591;0.59244127;68.972431;67.46507
2.6946;0.049079755;0.62921348;68.972431;67.46507
2.69465;0.040899796;0.62921348;69.373434;67.864271
2.6947;-0.073619632;0.54749745;69.373434;66.666667
2.69475;0.069529652;0.63738509;69.774436;67.864271
2.6948;0.073619632;0.65372829;69.373434;68.263473
2.69485;0.069529652;0.6618999;69.373434;67.864271
2.6949;0.069529652;0.65372829;69.774436;68.263473
2.69495;-0.057259714;0.57201226;69.373434;67.864271
2.695;0.10224949;0.6700715;69.373434;68.263473
2.69505;0.081799591;0.6659857;69.373434;67.864271
2.6951;0.081799591;0.6741573;69.774436;67.46507
2.69515;0.15132924;0.71501532;69.373434;68.263473
2.6952;-0.032719836;0.59652707;69.373434;67.864271
2.69525;0.11860941;0.69458631;69.774436;68.263473
2.6953;0.061349693;0.6578141;69.373434;68.662675
2.69535;0.085889571;0.6700715;70.175439;68.263473
2.6954;0.14723926;0.71501532;69.373434;68.263473
2.69545;-0.065439673;0.57201226;70.576441;68.662675
2.6955;0.11042945;0.68641471;70.576441;68.263473
2.69555;0.10633947;0.69458631;70.576441;68.662675
2.6956;0.1799591;0.74770174;70.977444;69.061876
2.69565;0.1799591;0.75178754;70.576441;69.061876
2.6957;0.077709611;0.69050051;70.977444;69.061876
2.69575;0.17586912;0.75587334;71.378446;69.860279
2.6958;-0.065439673;0.57201226;71.378446;70.259481
2.69585;-0.53578732;0.17160368;70.576441;68.662675
2.6959;-0.66666667;0.036772217;70.977444;69.461078
2.69595;-0.5194274;0.14300306;71.378446;70.658683
2.696;-0.028629857;0.55158325;72.180451;70.658683
2.69605;0.1799591;0.74361593;73.383459;71.856287
2.6961;0.12269939;0.71910112;72.982456;71.457086
2.69615;-0.040899796;0.58835546;73.784461;72.255489
2.6962;-0.21267894;0.46169561;73.784461;71.457086
2.69625;-0.11042945;0.52706844;74.185464;72.255489
2.6963;-0.09406953;0.53932584;74.987469;73.053892
2.69635;-0.065439673;0.56384065;74.586466;73.453094
2.6964;-0.040899796;0.58426966;74.987469;73.453094
2.69645;-0.13087935;0.53115424;75.789474;74.251497
2.6965;-0.036809816;0.59652707;76.190476;75.0499
2.69655;-0.044989775;0.59244127;76.591479;74.251497
2.6966;-0.09406953;0.55566905;76.190476;74.650699
2.69665;-0.085889571;0.54749745;77.393484;75.0499
2.6967;-0.18404908;0.50255363;76.992481;75.0499
2.69675;-0.098159509;0.55158325;76.591479;76.247505
2.6968;-0.057259714;0.58018386;76.591479;75.848303
2.69685;-0.077709611;0.55975485;76.591479;75.0499
2.6969;-0.085889571;0.55566905;76.591479;75.848303
2.69695;-0.1799591;0.49438202;76.591479;75.0499
2.697;-0.11042945;0.53932584;76.992481;75.449102
2.69705;-0.049079755;0.58835546;76.591479;75.449102
